ICL	DSB	RT	DPC	FC	All	prot
0.749565243721008	1	0.260869562625885	1	0.584112167358398	1	rfa1
0.67130434513092	0.671977519989014	0.285024166107178	0.601108014583588	0.894080996513367	0.819177031517029	pri1
0.918260872364044	0.871602594852448	0.0483091771602631	0.544321358203888	0.739875376224518	0.881842195987701	smal1
0.62782609462738	0.830365538597107	0.183574885129929	0.680055379867554	0.629283487796783	0.822952032089233	rfa3
0.556521713733673	0.73758202791214	0.314009666442871	0.806094169616699	0.903426766395569	0.881087183952332	pri2
0.500869572162628	0.809746980667114	0.198067635297775	0.537396132946014	0.889408111572266	0.81238204240799	dpoa2
0.633043467998505	0.945641994476318	0.294685989618301	0.844875335693359	0.260124623775482	0.834654569625854	rfa2
0.713043451309204	0.652296185493469	0.0386473424732685	0.693905830383301	0.702492237091064	0.779916942119598	rfwd3
0.683478236198425	0.711340188980103	0.299516916275024	0.688365638256073	0.305295944213867	0.719894289970398	dpola
0.949565231800079	0.377694457769394	0.323671489953995	0.626038789749146	0.984423696994781	0.792751967906952	mcm5
0.641739130020142	0.461105912923813	0.357487916946411	0.56648200750351	0.975077867507935	0.743676841259003	mcm7
0.91304349899292	0.325210869312286	0.333333343267441	0.813019394874573	0.993769466876984	0.817667067050934	mcm2
0.37565216422081	0.895032823085785	0.222222223877907	0.434903055429459	0.531152665615082	0.706681787967682	wrn
0.380869567394257	0.716963469982147	0.00966183561831713	0.777008295059204	0.423676013946533	0.686674237251282	etaa1
0.589565217494965	0.400187432765961	0.473429948091507	0.657894730567932	1	0.747829377651215	tim
1	0.38800373673439	0.362318843603134	0.591412723064423	0.686915874481201	0.729331851005554	mcm6
0.845217406749725	0.420805990695953	0.222222223877907	0.626038789749146	0.668224275112152	0.702906727790833	mcm3
0.441739141941071	0.298031866550446	0.676328480243683	0.660664796829224	0.772585690021515	0.636089086532593	psf3
0.393043488264084	0.558575451374054	0	0.572022140026093	0.752336442470551	0.648546636104584	wdhd1
0.725217401981354	0.74601686000824	0.0821256041526794	0.635734081268311	0.2289719581604	0.693091750144958	atrip
0.582608699798584	0.630740404129028	0.763285040855408	0.555401682853699	0.503115236759186	0.713476777076721	dna2l
0.996521711349487	0.533270835876465	0.357487916946411	0.637119114398956	0.261682242155075	0.696111738681793	fancd2
0.655652165412903	0.354264289140701	0.816425144672394	0.698060929775238	0.646417438983917	0.695734262466431	mcm10
0.836521744728088	0.478912830352783	0.352656990289688	0.529085874557495	0.386292845010757	0.639864087104797	fanci
0.373913049697876	0.308341145515442	1	0.804709136486053	0.7289719581604	0.679501712322235	tonsl
0.528695642948151	0.17432051897049	0.739130437374115	0.506925225257874	0.823987543582916	0.580596446990967	sld5
0.528695642948151	0.368322402238846	0.164251208305359	0.588642656803131	0.772585690021515	0.623631536960602	clspn
0.619130432605743	0.25679475069046	0.468599021434784	0.641274213790894	0.549844264984131	0.582483947277069	dpoe1
0.711304366588593	0.609184622764587	0.154589369893074	0.524930775165558	0.235202491283417	0.611929059028625	atr
0.396521747112274	0.670103073120117	0.111111111938953	0.601108014583588	0.129283487796783	0.559833884239197	fancj
0.803478240966797	0.526710391044617	0.115942031145096	0.512465357780457	0.186915889382362	0.580596446990967	hus1
0.47826087474823	0.196813493967056	0.729468584060669	0.66343492269516	0.604361355304718	0.567383944988251	psf1
0.777391314506531	0.659793794155121	0.434782594442368	0.493074804544449	0.0856697782874107	0.623631536960602	rtel1
0.412173926830292	0.360824733972549	0.56521737575531	0.631578922271729	0.716510891914368	0.624764084815979	ctf18
0.309565216302872	0.18650421500206	0.512077271938324	0.693905830383301	0.647975087165833	0.528501331806183	psf2
0.613913059234619	0.467666357755661	0.159420296549797	0.351800560951233	0.208722740411758	0.480558693408966	rad17
0.678260862827301	0.524836003780365	0.149758458137512	0.43351799249649	0	0.488486230373383	rad9a
0.206956520676613	0.739456415176392	0.52173912525177	0.531855940818787	0.127725854516029	0.559456408023834	prkdc
0.401739120483398	0.361761957406998	0.405797094106674	0.598337948322296	0.437694698572159	0.533786356449127	rs27a
0.709565222263336	0.118088096380234	0.183574885129929	0.313019394874573	0.716510891914368	0.474896192550659	dpolz
0.250434786081314	0.191190257668495	0.917874395847321	0.60526317358017	0.627725839614868	0.520196318626404	mms22
0.382608681917191	0.282099336385727	0.246376812458038	0.73961216211319	0.531152665615082	0.546243846416473	dpod3
0.518260896205902	0.180880978703499	0.613526582717896	0.574792265892029	0.475077867507935	0.505096256732941	cdc45
0.801739156246185	0.439550131559372	0.352656990289688	0.369806081056595	0.292834877967834	0.550396382808685	mcm4
0.892173886299133	0.491096526384354	0	0.502770066261292	0.127725854516029	0.559456408023834	smc1a
0.525217413902283	0.229615747928619	0.178743958473206	0.448753476142883	0.616822421550751	0.492261230945587	xpf
0.365217387676239	0.219306468963623	0.642512083053589	0.451523542404175	0.683800637722015	0.50660628080368	dcc1
0.180869564414024	0.447984993457794	0.425120770931244	0.506925225257874	0.842679142951965	0.595318973064423	rfc3
0.278260856866837	0.341143399477005	0.381642520427704	0.898891985416412	0.255451709032059	0.534541308879852	pcna
0.29217392206192	0.601686954498291	0.357487916946411	0.393351793289185	0.169781938195229	0.482068717479706	tpr
0.280000001192093	0.32989689707756	0.429951697587967	0.627423822879791	0.123052962124348	0.428086072206497	ragp1
0.358260869979858	0.742268025875092	0.0869565233588219	0.347645431756973	0.211838006973267	0.529633820056915	xrcc5
0.601739108562469	0.390815377235413	0.0483091771602631	0.455678671598434	0.323987543582916	0.494526237249374	brca2
0.737391293048859	0.44329896569252	0.371980667114258	0.522160649299622	0.185358256101608	0.55492639541626	smc3
0.471304357051849	0.188378632068634	0.787439584732056	0.634349048137665	0.376947045326233	0.503963768482208	dpoe2
0.250434786081314	0.132146209478378	0.574879229068756	0.523545682430267	0.757009327411652	0.478671193122864	ctf8
0.558260858058929	0.393626987934113	0.20772947371006	0.498614966869354	0.200934574007988	0.480558693408966	tob1a
0.561739146709442	0.32708528637886	0.144927531480789	0.396121889352798	0.316199362277985	0.449603617191315	scai
0.198260873556137	0.506091833114624	0.396135270595551	0.83656507730484	0.345794379711151	0.589656472206116	rfc2
0.384347826242447	0.0065604499541223	0.0193236712366343	0.57756233215332	0.593457937240601	0.388825982809067	rev1
0.424347817897797	0.792877197265625	0.251207739114761	0.429362893104553	0.0404984429478645	0.557946383953094	xrcc6
0.337391316890717	0.456419855356216	0.309178739786148	0.48060941696167	0.563862919807434	0.548886358737946	baz1b
0.333913058042526	0.418931573629379	0.260869562625885	0.578947365283966	0.144859805703163	0.454511135816574	nup93
0.191304340958595	0.379568874835968	0.173913046717644	0.296398878097534	0.696261703968048	0.457531154155731	ubp7
0.653913021087646	0.457357078790665	0.362318843603134	0.224376738071442	0.339563876390457	0.497923731803894	bard1
0.660869538784027	0.442361772060394	0.0917874425649643	0.297783941030502	0	0.409966021776199	rad1
0.448695659637451	0.413308352231979	0.434782594442368	0	0.646417438983917	0.454511135816574	dnli1
0.366956532001495	0.369259595870972	0.275362312793732	0.210526317358017	0.775700926780701	0.495281249284744	dpod1
0.177391305565834	0.469540774822235	0.304347813129425	0.639889180660248	0.582554519176483	0.567006409168243	rfc1
0.711304366588593	0.0393626987934113	0.217391297221184	0.265927970409393	0.651090323925018	0.417516052722931	palb2
0.513043463230133	0.0393626987934113	0	0.5	0.595015585422516	0.407701015472412	ct094
0.466086953878403	0.278350502252579	0.0579710155725479	0.671745181083679	0.219626173377037	0.454133629798889	dpod2
0.556521713733673	0.142455488443375	0.971014499664307	0.749307453632355	0.124610595405102	0.488486230373383	traip
0.431304335594177	0.135895028710365	0.227053135633469	0.335180044174194	0.822429895401001	0.456776142120361	slx4
0.215652167797089	0.422680407762527	0.487922698259354	0.639889180660248	0.496884733438492	0.550018846988678	rfc5
0.624347805976868	0.225866913795471	0	0.371191143989563	0.39563861489296	0.423556059598923	anr32
0.253913044929504	0.861293375492096	0	0.279778391122818	0.202492207288742	0.52736884355545	com1
0.379130423069	0.37300843000412	0.328502416610718	0.512465357780457	0.394080996513367	0.49339371919632	dnmt1
0.652173936367035	0.667291462421417	0.386473417282104	0.479224383831024	0.252336442470551	0.632314085960388	rif1
0.382608681917191	0.227741330862045	0.400966197252274	0.747922420501709	0.207165107131004	0.460173636674881	dcr1a
0.220869570970535	0.494845360517502	0.289855062961578	0.0858725756406784	0.610591888427734	0.441298604011536	siva
0.297391295433044	0.643861293792725	0.183574885129929	0.337950140237808	0.118380062282085	0.459041148424149	atm
0.365217387676239	0.262418001890182	0.685990333557129	0.475069254636765	0.132398754358292	0.400151014328003	cul2
0.318260878324509	0.206185564398766	0	0.400277018547058	0.398753881454468	0.357870906591415	f178a
0.446956515312195	0.518275558948517	0.130434781312943	0.944598317146301	0.115264795720577	0.601359009742737	xrcc1
0.333913058042526	0.265229612588882	0.376811593770981	0.263157904148102	0.557632386684418	0.415628552436829	nup50
0.507826089859009	0.565135896205902	0.260869562625885	0.162049859762192	0.222741439938545	0.456398636102676	brca1
0.227826088666916	0.0131208999082446	0.318840593099594	0.261772841215134	0.747663557529449	0.332200825214386	fan1
0.311304360628128	0.37300843000412	0.347826093435287	0.475069254636765	0.146417438983917	0.409966021776199	plk1
0.193043485283852	0.491096526384354	0.115942031145096	0.245152354240417	0.386292845010757	0.409211009740829	psmd2
0.427826076745987	0.367385178804398	0.328502416610718	0.36011078953743	0	0.364665925502777	rbp2
0.18260869383812	0.424554824829102	0.323671489953995	0.659279763698578	0.15887850522995	0.454133629798889	rfc4
0.0660869553685188	0.0168697275221348	0.318840593099594	0.444598346948624	0.638629257678986	0.322008311748505	dpoe4
0.307826101779938	0.237113401293755	0.265700489282608	0.315789461135864	0.451713383197784	0.378633439540863	senp6
0.175652176141739	0.328959703445435	0.347826093435287	0.512465357780457	0.457943916320801	0.448471128940582	h4
0.201739132404327	0.429240852594376	0.294685989618301	0	0.735202491283417	0.417893558740616	prof1
0.0852173939347267	0.457357078790665	0.294685989618301	0.21329639852047	0.478193134069443	0.399773508310318	if23b
0.883478283882141	0.437675714492798	0.376811593770981	0.120498612523079	0.0841121524572372	0.45073613524437	stag1
0.184347823262215	0.372071236371994	0.241545900702477	0.160664826631546	0.549844264984131	0.38580596446991	aldoa
0.234782606363297	0.0880974680185318	0.309178739786148	0.429362893104553	0.559190034866333	0.363155901432037	wdr48
0.431304335594177	0.491096526384354	0.159420296549797	0.650969505310059	0.154205605387688	0.518686294555664	dnli3
0.866086959838867	0.507966279983521	0	0.216066479682922	0.0732087194919586	0.46923366189003	nipbl
