HCC	HDC	LDC	LCC	LDA	NCC	NDC	NDR	NTC	NMMC	HDK	HDS	Name
#!{Type}E	E	E	E	E	E	E	E	E	E	E	E	T
-0.493424296379089	1.29484677314758	-0.620898842811584	-0.633350670337677	-0.417474359273911	-1.80756688117981	0.180189579725266	-0.0285058300942183	0.14600396156311	-0.299849480390549	2.08697056770325	0.593059480190277	a16a1
-0.581965088844299	1.21387314796448	-1.16577386856079	-0.899744629859924	-0.491605281829834	-1.41123938560486	0.406086474657059	0.393011033535004	-0.225953370332718	0.537556767463684	2.02106475830078	0.204689458012581	aatc
-1.88979113101959	0.76828271150589	-0.84067839384079	-0.578548789024353	-0.236886084079742	-0.856745362281799	1.70341348648071	0.465180665254593	-0.11470128595829	1.01303243637085	0.870427012443542	-0.30298513174057	abce1
1.71631646156311	0.873984456062317	-0.00590504799038172	0.0862118303775787	0.0286126974970102	-0.500119566917419	-0.583852231502533	-1.68750131130219	-1.32231962680817	-0.218402683734894	0.195592254400253	1.41738271713257	abcf1
-1.36856162548065	-0.878568828105927	1.05520641803741	1.3403697013855	1.49283468723297	-0.103419981896877	0.58526998758316	0.210839822888374	0.030419934540987	-0.166502580046654	-0.666014611721039	-1.53187298774719	abcf2
-1.47984790802002	1.70713436603546	-0.412958651781082	-1.04297780990601	-0.566260755062103	-0.824041426181793	0.14294359087944	0.152024880051613	-0.102436065673828	0.47262641787529	1.82884776592255	0.124945603311062	abcf3
-0.518746495246887	1.41484475135803	-0.908433794975281	-1.45626020431519	-0.734408259391785	-0.379704833030701	0.304666548967361	-0.416282117366791	0.212525844573975	-0.268386721611023	2.05867457389832	0.691510736942291	abheb
0.907298505306244	0.0859622955322266	-0.924504339694977	-0.582966446876526	-1.64403867721558	1.26275360584259	0.22559417784214	0.3514743745327	1.04224765300751	1.00299179553986	-1.54156970977783	-0.185243204236031	acbp4
0.0434637181460857	0.0591465532779694	1.53632926940918	0.0801045596599579	1.29984128475189	-0.238811895251274	-0.533781886100769	NaN	0.179145127534866	-1.16957104206085	-1.93325996398926	0.677394270896912	acd
0.117885455489159	-0.683799207210541	-0.845197737216949	-0.851935029029846	-0.778824925422668	1.51183342933655	1.45749628543854	1.05644917488098	0.549899518489838	0.548613131046295	-1.33631801605225	-0.746102154254913	acl6a
-0.501897871494293	1.42673528194427	-0.468513816595078	-0.0244560111314058	-0.51648485660553	-1.59022116661072	0.26823902130127	-0.271870166063309	-0.431665539741516	-0.427430510520935	2.2593240737915	0.27824142575264	acly
1.04165196418762	0.332240521907806	0.82010418176651	0.816411793231964	1.68558597564697	-0.251363426446915	-0.609637975692749	-1.49312853813171	-1.01536059379578	-0.838364601135254	-0.988062560558319	0.499923259019852	acrc
-1.68727135658264	-0.608917117118835	1.35097575187683	1.05779826641083	1.57316517829895	-0.641095221042633	0.186730042099953	-0.323887526988983	0.0615526884794235	0.61381459236145	-0.491973787546158	-1.09089159965515	actc
-1.52534830570221	-0.550587892532349	1.3365558385849	1.34127819538116	1.61029863357544	-0.552703320980072	-0.269167304039001	-0.741816520690918	0.0770523250102997	0.560835540294647	-0.402794003486633	-0.88360321521759	actg
-1.2985965013504	0.698341369628906	1.04140651226044	0.597088158130646	0.588242948055267	-1.90229713916779	0.00140564725734293	-0.539881825447083	-0.762457847595215	0.632504522800446	1.3944787979126	-0.450234532356262	actn1
-1.38947033882141	-0.0861932337284088	1.54068577289581	1.10741651058197	0.847170054912567	-1.54810440540314	-0.246881246566772	-0.41565677523613	-0.417269200086594	0.900089085102081	0.591321229934692	-0.883107542991638	actn4
0.134980693459511	1.13826954364777	0.347177743911743	0.251087844371796	0.294029593467712	-1.82447874546051	-1.18350160121918	-0.940189599990845	0.0689579918980598	-0.748275458812714	1.55306231975555	0.908879816532135	actz
-0.280468642711639	1.15913033485413	-1.33556115627289	-0.764149367809296	-0.889145255088806	-1.25688016414642	0.377292037010193	0.266777187585831	-0.145035684108734	0.455233126878738	2.06871676445007	0.344090700149536	adhx
-0.691743791103363	1.21912825107574	-0.843230426311493	-0.945471048355103	-0.418543726205826	-1.37959039211273	0.372217655181885	0.00836098566651344	-0.0988184735178947	0.112681701779366	2.23793268203735	0.427076578140259	adk
