pCTR_no_LacI_with_LacI	Un_nicked_LacI	Un_nicked_with_LacI	Lead_nicks_with_Geminin	Lag_nicks	Lead_nicks	Lead_nicks_with_BRC	Name
#!{Type}E	E	E	E	E	E	E	T
NaN	NaN	NaN	-1.85700178146362	NaN	NaN	NaN	aspc1
NaN	NaN	NaN	-2.36767268180847	NaN	-0.70710676908493	0.70710676908493	at1a1
0.13126702606678	NaN	-2.01476502418518	0.531342267990112	0.449947714805603	0.577048778533936	0.325159102678299	atad2
-0.281359076499939	-1.59913504123688	-0.418139278888702	-0.592488706111908	0.883527040481567	1.14850771427155	0.859087228775024	atad5
NaN	NaN	NaN	-2.14294695854187	NaN	NaN	NaN	atg3
NaN	NaN	NaN	-2.15595698356628	NaN	NaN	NaN	atg7
-0.243626654148102	NaN	1.94920241832733	-0.92811518907547	-0.352796286344528	-0.392918765544891	-0.0317455418407917	atm
-1.21852278709412	-1.10720121860504	-0.354769051074982	-0.221171021461487	0.833126902580261	1.40910601615906	0.659431219100952	atr
-1.20586049556732	-1.05054867267609	-0.730434119701385	0.150093853473663	1.15458488464355	1.10402762889862	0.5781369805336	atrip
-0.420695900917053	1.33060324192047	-1.33350574970245	-1.18299686908722	0.506853580474854	0.631031215190887	0.468710541725159	atrx
-0.603321492671967	-2.02489233016968	0.346513092517853	0.635005474090576	0.803581237792969	0.346232265233994	0.496881753206253	atx7
1.23897671699524	-0.257068157196045	0.823080837726593	-0.913705468177795	-1.61673820018768	0.431822210550308	0.293632119894028	aukbb
-0.252730160951614	-2.10607695579529	0.378386497497559	0.0603293478488922	0.352454304695129	0.803626120090485	0.764010787010193	aurab
-0.94799792766571	-1.75732851028442	-0.000672871305141598	0.352185219526291	0.644176125526428	0.934405148029327	0.775232791900635	b4
-1.10929930210114	NaN	NaN	-1.83001565933228	-0.278608947992325	1.29756307601929	0.0903452336788177	bag6b
NaN	NaN	NaN	-2.35930681228638	NaN	NaN	NaN	bap18
-0.324251294136047	-1.34402418136597	-0.344321757555008	-0.936273753643036	0.623488426208496	1.18336200714111	1.14202046394348	bard1
-0.684804916381836	0.692326188087463	-0.294935792684555	-1.7982097864151	1.06719279289246	0.31727933883667	0.701152205467224	baz1a
-0.646265029907227	-1.09682619571686	-0.299507409334183	-1.04923963546753	1.00684773921967	1.06867003440857	1.01632058620453	baz1b
NaN	NaN	NaN	-2.52844500541687	NaN	NaN	NaN	baz2a
-1.05662894248962	0.718533158302307	-0.670351207256317	-1.13962936401367	1.52285552024841	0.0839402973651886	0.541280508041382	baz2b
-0.349523931741714	NaN	1.826216340065	-1.17994582653046	-0.208923995494843	0.183012738823891	-0.270835399627686	bccip
-1.53644812107086	-0.155630677938461	-0.98670905828476	0.0475781485438347	0.497601181268692	1.30711483955383	0.826493620872498	bcd1
-1.91057503223419	NaN	-0.0793628320097923	0.158007353544235	0.586354494094849	0.307433277368546	0.938142657279968	bcl7a
NaN	NaN	NaN	-2.26157546043396	-1.09032082557678	0.215918302536011	0.874402523040771	bdh2
NaN	NaN	NaN	-2.39452767372131	NaN	NaN	NaN	bhmt1
-0.257554292678833	NaN	-0.413430273532867	1.97890245914459	-0.512129962444305	-0.031990934163332	-0.763796985149384	bi51b
0.611590445041656	-1.8341851234436	0.551775693893433	1.15741968154907	-0.546008825302124	0.428298592567444	-0.368890404701233	blm
NaN	NaN	NaN	-1.83995234966278	NaN	NaN	NaN	bore1
-0.955848515033722	-1.85514974594116	0.613036811351776	0.523928940296173	0.619196891784668	0.362019419670105	0.692816197872162	bore2
NaN	NaN	NaN	-2.10642123222351	-0.0854667276144028	-0.954523682594299	1.03999042510986	bpnt1
NaN	NaN	NaN	-2.46183085441589	NaN	NaN	NaN	bptf
-0.356037944555283	-1.8829231262207	-0.0843308717012405	-0.252859145402908	0.753878176212311	0.792568266391754	1.02970457077026	brca1
-1.33902144432068	-0.825700163841248	-0.695416808128357	-0.1449004560709	0.922833740711212	1.01631259918213	1.06589257717133	brca2
NaN	NaN	NaN	-1.99641954898834	NaN	NaN	NaN	brcc3
-0.0914493873715401	-1.81989753246307	0.221444383263588	-0.535611093044281	0.0657341778278351	1.02052342891693	1.1392560005188	brd2
-0.116077698767185	-1.83413875102997	0.166623026132584	-0.672238886356354	0.538995981216431	1.04543948173523	0.871396780014038	brd3
0.695273220539093	-1.08647680282593	1.51285493373871	-0.890084207057953	0.815008163452148	-0.670401215553284	-0.376174181699753	brd7
-1.21072793006897	NaN	NaN	-2.55543303489685	-0.333211958408356	0.431946158409119	1.11199378967285	brd8
1.7548942565918	NaN	NaN	-0.557138085365295	-0.343247979879379	-0.679277896881104	-0.17523030936718	brd9
NaN	NaN	NaN	-1.97108232975006	NaN	NaN	NaN	bre
0.0634705200791359	1.07351338863373	-0.208252415060997	-1.92859351634979	-0.372458606958389	0.699216663837433	0.673103988170624	brwd3
-1.30108225345612	NaN	NaN	-1.70475244522095	-0.269297301769257	0.756747901439667	0.81363171339035	bt3l4
-1.74557912349701	NaN	-0.161937922239304	-0.361982554197311	0.728820562362671	0.573269665241241	0.967409312725067	bub3
0.162838459014893	NaN	-0.00699397874996066	-1.94646430015564	0.611157834529877	0.830181062221527	0.349280834197998	bud31
0.169449210166931	0.667990863323212	0.757885277271271	-2.141681432724	0.595899164676666	-0.0862639024853706	0.0367208570241928	byst
-1.07196176052094	-0.277631878852844	-0.997357666492462	-0.611917972564697	0.48206752538681	1.00928294658661	1.46751880645752	bzw1
-1.02855956554413	-1.12102520465851	0.169564947485924	-0.893545627593994	0.696277499198914	1.12800097465515	1.04928696155548	c124a
-0.196600764989853	-2.05340313911438	1.06736350059509	0.260113060474396	-0.090484157204628	0.415190994739532	0.597820520401001	c19l2
-0.715537190437317	NaN	-1.65557539463043	0.442258805036545	0.365552246570587	0.468681335449219	1.09462010860443	c1tc
0.258373230695724	-2.04928064346313	0.703306257724762	-0.302119046449661	-0.105526871979237	0.844471096992493	0.650775909423828	c8ap2
-1.03352737426758	NaN	-0.943638503551483	-2.4582839012146	0.340462327003479	0.277032405138016	1.35967123508453	ca1ab
-0.926732003688812	-1.72022604942322	0.0673160627484322	0.110538333654404	1.12082314491272	0.679856717586517	0.66842383146286	cabin
0.995235800743103	NaN	-1.31338596343994	-1.04312324523926	0.0695154070854187	0.223229691386223	1.06852841377258	caf1b
-0.945970416069031	-0.77338433265686	-0.545753240585327	-0.869622349739075	0.753826797008514	1.0318306684494	1.34907281398773	calm
NaN	NaN	NaN	-2.50110554695129	NaN	NaN	NaN	can1
NaN	NaN	NaN	-2.12317824363708	NaN	NaN	NaN	can2
0.229554206132889	-1.01974642276764	1.14240837097168	-1.72452545166016	0.474849611520767	0.440417528152466	0.457042068243027	canb1
-0.283158510923386	0.632284641265869	0.581756711006165	-2.15889930725098	0.363132447004318	0.346208363771439	0.518675744533539	cand1
NaN	NaN	NaN	-1.98699331283569	NaN	NaN	NaN	canx
-1.39924001693726	NaN	NaN	-2.19718265533447	0.271359294652939	0.156243115663528	0.971637606620789	cap1
-1.15139615535736	NaN	0.599478125572205	-1.25161552429199	-0.04108801856637	1.07292413711548	0.771697461605072	capzb
NaN	NaN	NaN	-2.11401510238647	NaN	NaN	NaN	carm1
NaN	NaN	NaN	-2.0079038143158	NaN	NaN	NaN	casc5
NaN	NaN	NaN	-2.15534806251526	NaN	NaN	NaN	casp7
1.63319432735443	NaN	0.0923478975892067	-2.40600633621216	-0.212397783994675	-0.497504651546478	-1.0156397819519	cata
-0.151239290833473	-1.25888252258301	0.404173940420151	-1.34874737262726	0.179139405488968	1.16278672218323	1.01276910305023	caza1
1.35971820354462	NaN	-1.35191059112549	-2.1930239200592	-0.39636904001236	0.407477498054504	-0.0189160611480474	caza2
NaN	NaN	NaN	-2.0954418182373	NaN	NaN	NaN	cb39l
-0.554753124713898	NaN	-1.47667849063873	-1.62311005592346	0.787812530994415	0.379191488027573	0.86442756652832	cbr1
NaN	NaN	NaN	-1.59986913204193	NaN	NaN	NaN	cbs
-0.964581608772278	NaN	0.0323090292513371	-1.3184335231781	0.460309863090515	0.387444585561752	1.40295159816742	cbx2
-0.411383807659149	-1.96933794021606	0.606673300266266	-0.261974036693573	0.951107978820801	0.436009049415588	0.648905456066132	cbx3
0.41620671749115	NaN	-1.00291240215302	-2.0866870880127	-1.08662045001984	1.18320620059967	0.490120053291321	cbx5
NaN	NaN	NaN	-1.66905176639557	NaN	NaN	NaN	cca5b
-0.907291412353516	NaN	-1.22669625282288	-1.7566910982132	0.392934054136276	0.902209639549255	0.838843941688538	ccd94
-0.521800935268402	-0.227219015359879	-0.162464782595634	-1.32508337497711	-0.451764523983002	1.53935515880585	1.14897739887238	ccnc
-0.331067025661469	-1.09443092346191	1.96773219108582	0.295306235551834	-0.678132832050323	0.281454205513	-0.440861910581589	ccnh
-1.21177899837494	0.492435693740845	1.78872954845428	-0.954309046268463	0.233972489833832	-0.352258592844009	0.00320885726250708	ccnk
0.091064527630806	-1.65112996101379	0.50787752866745	-0.84364640712738	-0.215232387185097	0.952645480632782	1.15842127799988	ccnt2
-1.18545377254486	0.291607886552811	-0.548316895961761	-1.30192947387695	0.924126744270325	0.953830897808075	0.866134524345398	cd027
NaN	NaN	NaN	-2.59590125083923	NaN	NaN	NaN	cdc16
NaN	NaN	NaN	-2.38949155807495	NaN	NaN	NaN	cdc23
NaN	NaN	NaN	-2.32021069526672	NaN	NaN	NaN	cdc27
NaN	NaN	NaN	-2.11160683631897	NaN	NaN	NaN	cdc37
NaN	NaN	NaN	-2.12753033638	NaN	-0.70710676908493	0.70710676908493	cdc42
0.579300701618195	0.404350221157074	1.18166923522949	-2.01062297821045	0.0651039853692055	0.0196566581726074	-0.239457875490189	cdc45
-1.01218497753143	1.98309481143951	0.234201550483704	-0.240853250026703	-0.512163102626801	-0.757766366004944	0.305671274662018	cdc5l
1.47046995162964	0.00970930606126785	-0.0719326883554459	-1.86541795730591	0.55264538526535	0.0983638539910316	-0.193837851285934	cdc6
0.402515381574631	0.056470800191164	1.96573269367218	-0.848665177822113	-0.392572969198227	-1.03672790527344	-0.146752864122391	cdc7
-1.32755422592163	-1.08217144012451	1.1702024936676	1.1768045425415	-0.419344663619995	0.140484362840652	0.341578900814056	cdc73
NaN	NaN	NaN	-2.17719292640686	NaN	NaN	NaN	cdca2
-2.02571177482605	-0.53708678483963	0.903051316738129	0.158915013074875	0.507848501205444	0.586923599243164	0.406060099601746	cdk12
-0.359348475933075	NaN	-1.57552301883698	-2.03697085380554	0.808673739433289	0.787243723869324	0.338954091072083	cdk1a
-0.815230846405029	1.38914477825165	1.28403890132904	0.332896023988724	-0.726890623569489	-0.883871495723724	-0.580086767673492	cdk7
-0.29348760843277	-1.15160036087036	-0.711196005344391	-0.627032220363617	0.0720500648021698	1.29223275184631	1.41903328895569	cdk8
0.0458039231598377	-1.96755886077881	0.446374535560608	-0.0794113874435425	-0.329861998558044	0.807625412940979	1.07702827453613	cdk9a
-1.54375839233398	0.562754333019257	-1.22707664966583	0.106553435325623	1.13900983333588	0.587286293506622	0.375231027603149	cdka1
NaN	NaN	NaN	-2.41961669921875	NaN	NaN	NaN	cdt1
-0.984898090362549	NaN	-1.1175491809845	-1.97277390956879	0.891493737697601	0.249742150306702	0.961211383342743	cdv3a
NaN	NaN	NaN	-1.54412591457367	NaN	0.70710676908493	-0.70710676908493	cdyl1
NaN	NaN	NaN	-1.82071471214294	NaN	NaN	NaN	ce350
-1.34996581077576	-1.54759478569031	0.49262860417366	0.68430882692337	0.579934597015381	0.364586919546127	0.776101529598236	cenpc
-0.605761647224426	-1.37407863140106	0.0323741994798183	-0.706699907779694	0.190911665558815	1.52677929401398	0.936475098133087	cenpe
NaN	NaN	-1.4983274936676	-1.83349061012268	0.492190361022949	0.445589691400528	0.560547351837158	cenpk
1.55872118473053	NaN	-1.27234852313995	-0.208096534013748	-0.645151436328888	0.690450727939606	-0.123575337231159	cenpo
-0.589692831039429	2.16924452781677	-0.535167217254639	-0.475075483322144	0.268351852893829	-0.342379868030548	-0.49528095126152	cenpp
1.70031464099884	NaN	-1.20515215396881	-0.381305366754532	0.536951780319214	-0.251069247722626	-0.399739623069763	cenpt
0.654873907566071	NaN	-1.20758438110352	0.398344039916992	1.40496873855591	-0.940151751041412	-0.310450494289398	cenpu
NaN	NaN	-0.106743358075619	0.621227145195007	-1.36862301826477	NaN	0.85413920879364	cep55
-1.07563376426697	NaN	-0.831892371177673	-0.78130567073822	0.612378418445587	1.10783958435059	0.968613743782043	cetn2
-1.56599116325378	NaN	-0.39948183298111	-0.111743822693825	-0.0250224210321903	0.763658225536346	1.33858096599579	cetn3
1.42876744270325	0.17451299726963	1.23586642742157	-0.27377462387085	-0.904642939567566	-0.576927781105042	-1.08380150794983	cg026
NaN	NaN	NaN	-1.87784469127655	NaN	NaN	NaN	chap1
0.763769328594208	-1.26709651947021	1.35562264919281	-1.1028596162796	-0.135281845927238	-0.383432447910309	0.769278347492218	chd1
-0.745296061038971	-1.40556883811951	-0.192254245281219	-0.631064116954803	1.21632397174835	0.81100457906723	0.946854710578918	chd4
-0.228019118309021	2.15875864028931	-0.830947160720825	-0.589792430400848	0.0909476950764656	-0.126405164599419	-0.474542438983917	chd7
-0.108792707324028	0.975763201713562	0.551114618778229	-2.06603407859802	0.624421417713165	-0.180131539702415	0.203658983111382	chd8
0.348223119974136	NaN	-1.50940001010895	-1.89226377010345	-0.467308074235916	0.646769940853119	0.981714963912964	chk1
-1.46088123321533	NaN	NaN	-2.13017439842224	0.504893124103546	0.20054829120636	0.755439877510071	chk2
NaN	NaN	NaN	-2.01558876037598	-0.871136665344238	-0.220816195011139	1.09195291996002	chm4b
NaN	NaN	NaN	-2.42889833450317	NaN	-0.70710676908493	0.70710676908493	chsp1
NaN	NaN	NaN	-2.36364150047302	NaN	NaN	NaN	ci030
0.259287059307098	NaN	-0.0370609872043133	-1.94123303890228	0.25030118227005	0.629921317100525	0.838784515857697	ci078
NaN	NaN	NaN	-1.82981610298157	NaN	-0.70710676908493	0.70710676908493	cing
-0.79256284236908	-1.27210545539856	-0.863027453422546	0.837110340595245	0.131652563810349	1.41073215007782	0.548200726509094	cir1a
0.599216103553772	1.24632263183594	1.24457979202271	-1.07601654529572	-0.778379678726196	-0.542198002338409	-0.693524301052094	cirbb
NaN	NaN	NaN	-2.13977646827698	NaN	NaN	NaN	ck054
NaN	NaN	NaN	-1.85066294670105	NaN	NaN	NaN	ck095
NaN	NaN	NaN	-2.15370941162109	NaN	NaN	NaN	ckap2
-2.02140378952026	NaN	0.396134108304977	0.414053797721863	0.530012905597687	0.5311678647995	0.150035202503204	ckap5
0.332416951656342	NaN	1.37936747074127	-1.13138687610626	0.0110698603093624	-1.17088186740875	0.579414427280426	cla1a
NaN	NaN	NaN	-2.38959836959839	NaN	NaN	NaN	clcb
-0.581223726272583	NaN	NaN	-1.06702184677124	-0.274450570344925	0.413652896881104	1.50904321670532	clh
NaN	NaN	NaN	-1.91501975059509	NaN	0.70710676908493	-0.70710676908493	clic1
NaN	NaN	NaN	-2.2107515335083	NaN	NaN	NaN	clip1
-0.563362598419189	-1.63941848278046	-0.126742511987686	-2.19741702079773	1.09800791740417	0.702155411243439	0.529360294342041	clspn
-0.234599620103836	-2.01057171821594	0.444688647985458	0.872266829013824	-0.349001795053482	0.695717453956604	0.581500113010406	cn166
NaN	NaN	NaN	-2.00271034240723	-1.15125143527985	0.498392194509506	0.652859270572662	cnbp
0.92037045955658	-1.16921770572662	0.381372809410095	-1.67911458015442	0.458340883255005	0.447276562452316	0.640971541404724	cndd3
0.547030925750732	0.518345236778259	-1.13511109352112	-1.71952426433563	0.321966707706451	0.675774872303009	0.791517615318298	cndp2
0.236788436770439	1.17182087898254	1.49222385883331	-0.328698933124542	-0.751951575279236	-0.826340138912201	-0.993842542171478	co044
-0.319701790809631	-0.84698098897934	-0.467997193336487	-1.36786711215973	0.822158813476563	0.953555166721344	1.22683310508728	cof1b
0.627387166023254	0.4191535115242	1.274773478508	0.509944438934326	-0.664623856544495	-0.468204915523529	-1.69842994213104	coil
0.740874588489532	NaN	-1.92998850345612	0.817317187786102	0.209196120500565	0.0562085323035717	0.106392122805119	copa
1.20259165763855	NaN	-1.45988011360168	-0.440569996833801	0.0946945175528526	-0.418678790330887	1.02184271812439	copb
1.63893187046051	NaN	0.291944593191147	0.253295183181763	-0.119111254811287	-1.12762916088104	-0.937431275844574	copb2
-0.879022598266602	NaN	-1.27905344963074	1.29315543174744	0.905912280082703	0.200381085276604	-0.241372719407082	copd
-0.377931475639343	NaN	NaN	-2.08006310462952	1.48951506614685	-0.454047530889511	-0.657536029815674	cope
NaN	NaN	NaN	0.507954120635986	-1.1520231962204	NaN	0.644069135189056	copg
NaN	NaN	NaN	-2.08907341957092	NaN	NaN	NaN	copz1
-0.0497760325670242	NaN	-1.51035618782043	-1.97566115856171	-0.022545900195837	0.309985190629959	1.27269291877747	cor1c
NaN	NaN	NaN	-1.97564506530762	NaN	NaN	NaN	coro7
NaN	NaN	NaN	-2.28309607505798	NaN	NaN	NaN	cotl1
NaN	NaN	NaN	-2.13175296783447	-0.997418701648712	1.00256145000458	-0.00514280237257481	cpin1
-0.475471794605255	NaN	-1.49283957481384	-2.04543995857239	0.997763276100159	0.286725103855133	0.683822929859161	cpne1
-1.12949252128601	NaN	NaN	-2.0230073928833	NaN	0.772556364536285	0.356936126947403	cpne3
0.505078077316284	0.719727158546448	0.601762115955353	-1.20741975307465	-1.68177211284637	0.447748929262161	0.614875614643097	cpsf1
1.56215035915375	0.755017936229706	0.294502794742584	-0.590091049671173	-1.5367534160614	-0.0480482652783394	-0.436778396368027	cpsf2
0.731614708900452	0.0284210760146379	1.62815177440643	-0.459049999713898	-1.57533478736877	-0.00652064848691225	-0.3472820520401	cpsf3
NaN	NaN	NaN	-2.43984651565552	NaN	-0.70710676908493	0.70710676908493	creb1
-1.37132728099823	-0.558121800422668	-0.327575773000717	-0.306960135698318	0.0400681607425213	0.803838729858398	1.72007811069489	crnl1
