NCC	NC_NMS	NC_MLN	NCG	NC_NMSG	NC_MLNG	Name
#!{Type}E	E	E	E	E	E	T
-0.714254379272461	-0.12324134260416	-1.09738183021545	-0.423113316297531	0.784457743167877	1.57353317737579	a16a1
-0.68460488319397	0.213641196489334	-1.26105761528015	-0.0993756204843521	0.138355329632759	1.69304156303406	aatc
-1.57582855224609	-0.359109699726105	0.127330988645554	1.30223178863525	-0.270801335573196	0.776176869869232	abce1
0.389007300138474	-0.472561836242676	-1.01686561107635	1.5641428232193	0.488305509090424	-0.952028274536133	abcf1
1.34602153301239	-0.224305287003517	-1.00222444534302	1.04463791847229	-0.155103325843811	-1.00902628898621	abcf2
-0.826114654541016	NaN	1.11173534393311	-0.285620629787445	-0.964134216308594	-1.21788465976715	abcf3
-1.27167952060699	-0.187362819910049	-0.675973773002625	-0.197778433561325	0.910756945610046	1.42203760147095	abheb
1.22087323665619	0.392979323863983	1.01317989826202	-1.00897419452667	-0.782409906387329	-0.835648357868195	acbp4
0.787064075469971	0.596503078937531	0.762233078479767	-1.3388751745224	-0.863735914230347	-0.806925117969513	acd
1.24356830120087	0.656119525432587	0.776088774204254	-0.845780313014984	-1.03938376903534	-0.790612518787384	acl6a
-0.691031336784363	-0.339534431695938	-1.29405570030212	0.219208016991615	0.568879961967468	1.53653347492218	acly
1.00526976585388	0.631768643856049	0.911871731281281	-1.39016401767731	-0.301084995269775	-0.857661128044128	acrc
-0.962929368019104	-0.932770311832428	-0.675671398639679	0.319866627454758	0.892060101032257	1.35944426059723	actc
-0.997852742671967	-1.06314432621002	-0.634656131267548	1.07780277729034	0.829503774642944	0.788346588611603	actg
-1.33903360366821	-0.494279742240906	-0.12928780913353	1.08144962787628	-0.888222992420197	0.881151497364044	actn1
-0.738960683345795	-0.312788754701614	-1.40161561965942	1.27928793430328	0.40569931268692	0.768377721309662	actn4
-1.1050261259079	-0.551597893238068	-0.674657464027405	1.66264152526855	0.208665743470192	0.459974229335785	actz
-1.01435267925262	0.353767931461334	-1.04519808292389	-0.262662470340729	0.373028039932251	1.59541726112366	adhx
-0.584256708621979	0.243000105023384	-1.19382667541504	-0.420823365449905	0.241578713059425	1.71432793140411	adk
-0.855003714561462	-0.813784956932068	-0.817378282546997	0.0637018382549286	1.19728744029999	1.22517764568329	adm1a
1.38443350791931	0.319688051939011	0.839909791946411	-0.679390072822571	-0.737794876098633	-1.12684643268585	adnp
1.31288433074951	0.480813056230545	0.767816603183746	-0.946110427379608	-0.450125336647034	-1.16527819633484	adnp2
-1.46073055267334	-0.501782715320587	-0.449786692857742	0.680593907833099	1.33996343612671	0.391742527484894	aff1
-1.85047209262848	-0.120719477534294	0.618668079376221	0.19686259329319	1.06357657909393	0.0920844301581383	aff4
-0.591539263725281	-0.560019254684448	-1.10441541671753	-0.0964187979698181	0.763549983501434	1.58884274959564	agm1
-1.37087571620941	-0.773175776004791	-0.381165504455566	0.672756910324097	0.602806210517883	1.24965381622314	ahsa1
-0.760594427585602	-0.506782352924347	NaN	-0.191401228308678	-1.0145149230957	1.45877802371979	aibp
-1.05056190490723	-0.568916857242584	-1.03001940250397	0.784022748470306	0.652539312839508	1.21293616294861	aimp1
-1.13232088088989	NaN	NaN	0.37023451924324	-0.820690929889679	0.762086391448975	aimp2
-0.527237832546234	0.324231594800949	-0.230862408876419	-1.19632470607758	-0.134544983506203	1.76473832130432	ak1a1
-0.665961682796478	-0.0719675272703171	-1.31866991519928	0.104639381170273	0.306501567363739	1.64545822143555	al7a1
-1.02875328063965	-0.160770937800407	-0.921098351478577	-0.0292854160070419	0.44668173789978	1.69322621822357	al9a1
-0.922740817070007	-0.152091130614281	-1.16357600688934	0.0719362646341324	0.625232577323914	1.54123914241791	aldcb
-0.857336580753326	-0.205993562936783	-1.15132403373718	0.0838161781430244	0.50876247882843	1.62207555770874	aldoa
-0.705202519893646	0.397665023803711	-1.23538863658905	-0.250262886285782	0.138975948095322	1.65421307086945	aldr
-0.27854797244072	0.18652831017971	1.82855808734894	-0.202595323324203	-0.362955391407013	-1.17098772525787	alkb5
-1.01648449897766	-0.129287466406822	0.0989174619317055	-1.11874747276306	0.668224155902863	1.49737775325775	ampb
-0.70173454284668	0.22826886177063	-1.2301881313324	0.0161125268787146	-0.0274187158793211	1.71495997905731	ampl
0.70787501335144	0.668582141399384	0.237201392650604	-1.72623980045319	-0.654133558273315	0.766714870929718	ampm1
-1.86452805995941	0.603318870067596	0.0761436894536018	-0.199934080243111	0.414418518543243	0.970580995082855	an32a
-0.536457657814026	-0.884566247463226	-1.02126491069794	1.31001329421997	0.0515433922410011	1.08073222637177	an32b
-0.959049582481384	-0.128284201025963	-1.12926280498505	0.169165194034576	0.447552591562271	1.59987878799438	an32e
-1.41456723213196	-0.61999100446701	-0.380928844213486	0.364146709442139	0.684420883655548	1.36691951751709	anln
-0.628096461296082	-0.26238164305687	-1.08304679393768	0.103668078780174	0.0391798540949821	1.8306770324707	anm1a
-0.553952157497406	-0.167416781187057	-1.02687394618988	-0.191051334142685	0.0494007542729378	1.88989353179932	anm5
-0.714153051376343	-0.190208166837692	-0.436612963676453	-0.901959776878357	0.437995105981827	1.80493879318237	anx11
-0.719640731811523	-0.537356376647949	-1.24190199375153	0.317294389009476	0.798681080341339	1.38292360305786	anxa1
-0.95263260602951	-0.222706511616707	-1.11795806884766	0.128764182329178	0.616497814655304	1.54803514480591	anxa3
-0.911896347999573	-0.174218758940697	-1.18802070617676	0.130574807524681	0.617785573005676	1.52577543258667	anxa4
-0.923848390579224	0.0290867369621992	-1.17938840389252	0.0793857723474503	0.381404548883438	1.61335968971252	anxa5
-1.17332553863525	-0.616554200649261	-0.72729879617691	0.306727856397629	0.80767148733139	1.40277922153473	anxa7
-1.07804238796234	-0.343086093664169	-1.18148398399353	0.919370293617249	0.665102064609528	1.01814019680023	ap1b1
-1.39030778408051	0.027299290522933	0.943613946437836	0.419394552707672	-1.10052073001862	-1.5835303068161	ap1g1
-1.20116055011749	-0.454306304454803	-0.36712771654129	0.719242632389069	-0.918541789054871	1.30335199832916	ap1m1
-1.33015048503876	-0.0490945391356945	0.578248262405396	-0.779351711273193	0.0698346421122551	1.51051390171051	ap2a1
-1.36475479602814	-0.0230530183762312	-0.783564269542694	0.131856232881546	0.558378756046295	1.48113703727722	ap2a2
-1.00655269622803	-0.969126522541046	-0.487438052892685	0.470859587192535	0.446676552295685	1.54558110237122	ap2m1
0.782314717769623	0.159235507249832	0.508859872817993	-1.45041012763977	-1.1374614238739	-1.60994338989258	apc1
-0.465350985527039	-0.516724586486816	-0.517477929592133	1.49955356121063	-1.09043300151825	-1.4541187286377	apc4
1.08275246620178	-0.193906515836716	NaN	-0.888846039772034	-1.15870273113251	-1.42618119716644	apc5
1.4295049905777	-1.20845699310303	0.0384357012808323	-0.97290301322937	0.739884436130524	-0.0264651402831078	apc7
0.0555481910705566	-0.622682213783264	-0.701811969280243	-0.643154084682465	-0.0121779525652528	1.92427802085876	apex1
0.713432669639587	0.940597057342529	0.959433615207672	-0.560499846935272	-0.662965357303619	-1.38999819755554	aptx
-0.841496467590332	-0.581041574478149	-1.18036019802094	0.695818781852722	0.594106614589691	1.31297290325165	aqr
-0.827179312705994	-0.667872488498688	-0.954457342624664	0.406584322452545	0.427050769329071	1.61587405204773	ar19b
-1.44168889522552	-0.497716844081879	-0.445751965045929	0.6832475066185	0.321786046028137	1.38012421131134	arc1a
-0.846621513366699	-0.637516856193542	-1.10192394256592	0.471246391534805	1.37699460983276	0.737821340560913	arf1
1.46035540103912	0.534079074859619	0.556032836437225	-0.959224224090576	-0.587281763553619	-1.00396120548248	ari1a
-0.541440308094025	NaN	NaN	-0.612530529499054	-0.730195820331573	1.15397083759308	ari2
-0.331093519926071	1.38538634777069	1.09461486339569	-1.10481798648834	-0.582111537456512	-0.461978107690811	ari3a
0.176294460892677	0.661309838294983	0.625419855117798	-1.4630241394043	-0.987249791622162	-0.757140159606934	ari3b
1.08674156665802	0.559581518173218	1.03636491298676	-0.929268062114716	-0.752151668071747	-1.00126814842224	arid2
-0.604849457740784	-0.380909532308578	-0.419060349464417	-0.692943215370178	0.145283058285713	1.95247948169708	ark72
-1.13255047798157	-0.403568029403687	-0.942575931549072	0.525335550308228	0.485644936561584	1.46771395206451	arl3
-1.07244849205017	-0.28042921423912	-0.551000237464905	-0.543894112110138	0.927239954471588	1.52053201198578	arly
-1.0804990530014	-1.00544929504395	-0.602026402950287	1.03999996185303	0.92310094833374	0.724873960018158	arp10
-1.28124046325684	-0.87417596578598	-0.229586586356163	1.24479591846466	0.156596422195435	0.983610689640045	arp2a
-1.3042995929718	-0.424814343452454	-0.616226613521576	1.01901650428772	0.0226006079465151	1.3037234544754	arp3
-1.24004924297333	-1.03396916389465	-0.329028487205505	0.880942940711975	0.746936917304993	0.975167036056519	arp5l
1.46763515472412	-0.258061796426773	0.702264428138733	0.188945516943932	-0.902185440063477	-1.19859790802002	arp6
-1.1879905462265	-1.04360127449036	-0.312614262104034	1.20080125331879	0.5020632147789	0.841341733932495	arpc2
-1.08706974983215	-0.974159717559814	-0.629441022872925	0.909713268280029	0.717831611633301	1.06312549114227	arpc3
-1.29261577129364	-0.624061822891235	-0.37104332447052	1.58965539932251	0.223800674080849	0.474264889955521	arpc4
-1.0576114654541	-0.885317027568817	-0.710937201976776	0.893936812877655	0.530363142490387	1.22956573963165	arpc5
-0.663291752338409	0.204687252640724	-1.38215088844299	-0.0399398133158684	0.293159931898117	1.58753526210785	as1ab
