NPG	NPC	NCC	NPB	NCA	NCAG	HCC	HCG	Name
#!{Type}E	E	E	E	E	E	E	E	T
-1.99110150337219	0.127941310405731	0.870221972465515	-0.0488980077207088	0.918372511863708	0.308730244636536	-0.899969696998596	0.714703142642975	a16a1
-1.05643093585968	0.0242711808532476	0.986491918563843	1.36439263820648	-1.31444931030273	-0.733164966106415	-0.14431993663311	0.873209536075592	aatc
-0.583877146244049	0.359973430633545	0.843244433403015	0.104172378778458	0.449025094509125	0.813471436500549	-1.98600959777832	-2.14819526672363	abce1
-0.287999629974365	-0.66717791557312	-0.444054782390594	-1.01968085765839	-0.454824894666672	-0.245788738131523	1.33393728733063	1.78558945655823	abcf1
-0.748701691627502	-0.0547625198960304	1.40603828430176	NaN	0.498073756694794	-1.10064780712128	NaN	-2.6054801940918	abcf2
-0.494257241487503	0.614945113658905	1.02829504013062	NaN	-1.14898288249969	-1.30305337905884	NaN	-1.69616186618805	abcf3
-0.541025280952454	0.183863297104836	1.02948296070099	1.37054979801178	-0.422008186578751	0.597750127315521	-1.71705913543701	-0.501553475856781	abheb
0.798619866371155	1.20214605331421	0.791066288948059	-1.60685777664185	-0.0817015022039413	0.0373553112149239	0.154491409659386	-1.29511976242065	acbp4
-0.017295740544796	0.620485305786133	-0.408076852560043	NaN	-1.1594295501709	-1.26887905597687	1.10520923137665	1.12798655033112	acd
0.773792088031769	-0.26813542842865	0.226093143224716	1.89856696128845	-1.44526720046997	-0.226118922233582	-0.671784460544586	-0.287146180868149	acl6a
-1.81659078598022	-0.620795488357544	0.395799785852432	0.157635092735291	-0.742839097976685	0.506387054920197	0.864228308200836	1.25617516040802	acly
-0.224153444170952	-0.523843586444855	-0.917406141757965	-0.84157133102417	-0.0643912628293037	-0.484335750341415	1.85806548595428	1.19763600826263	acrc
0.061033122241497	-0.0214583314955235	0.794038891792297	1.35795140266418	-0.184021294116974	0.372969508171082	-2.06057071685791	-0.319942682981491	actc
-0.0720342695713043	-0.362153381109238	0.608886182308197	1.36226010322571	-0.143190696835518	0.774123311042786	-1.9970486164093	-0.170842736959457	actg
-0.931500911712646	0.0767056494951248	1.24472832679749	-0.793834805488586	-0.505790412425995	1.08136928081512	-1.20543217658997	1.03375506401062	actn1
-2.04951763153076	-0.106839053332806	1.15243172645569	0.0649207681417465	-0.464562654495239	0.667438566684723	-0.143557846546173	0.879686176776886	actn4
-1.09816288948059	0.399043083190918	1.09127128124237	-0.481314986944199	-1.21488320827484	-0.723523020744324	0.733321189880371	1.29424846172333	actz
-1.73595798015594	0.33774533867836	1.09602081775665	1.01758182048798	-0.797184824943542	0.82528817653656	-0.517774701118469	-0.22571849822998	adhx
-0.870720326900482	0.541579842567444	1.00275063514709	0.944839537143707	-0.157891452312469	0.25935772061348	NaN	-1.71991586685181	adk
-2.03647255897522	-0.293780416250229	0.0375264026224613	0.01336610596627	0.865595936775208	0.616703927516937	NaN	0.797060668468475	adm1a
1.14979362487793	0.0938860028982162	0.445350795984268	-0.0142259746789932	-0.380861520767212	0.620245099067688	0.289662420749664	-2.20385050773621	adnp
0.494891673326492	0.380666941404343	0.435262560844421	0.485492140054703	-2.08071279525757	-0.578457474708557	1.18931341171265	-0.326456487178802	adnp2
-1.54002618789673	NaN	NaN	NaN	NaN	-1.2117862701416	NaN	-2.50706315040588	aff1
-1.87494146823883	NaN	NaN	NaN	NaN	-1.59144818782806	NaN	-2.2624933719635	aff4
-0.516056716442108	0.24124239385128	1.43910670280457	-0.216740757226944	-1.45211112499237	0.381074488162994	-1.00970840454102	1.1331934928894	agm1
-0.459332913160324	-0.223198056221008	1.71813428401947	NaN	-1.24166083335876	-0.304120481014252	-0.460054010152817	0.970232009887695	ahsa1
-1.9066801071167	-1.03509747982025	-0.141621634364128	-0.191442519426346	NaN	1.36816167831421	NaN	-2.66400718688965	aibp
-0.148147702217102	-0.86127382516861	-0.975010633468628	NaN	-0.441706478595734	-0.381961047649384	1.43489718437195	1.37320256233215	aimp1
-0.0787367522716522	-0.555264294147491	-0.609451293945313	NaN	-1.18463039398193	-0.326801270246506	1.44530355930328	1.30958044528961	aimp2
-1.43039560317993	-0.228240966796875	1.25598955154419	0.528921782970428	-0.658426105976105	1.06866383552551	-1.08223295211792	0.545720517635345	ak1a1
-2.29453086853027	-0.270640939474106	0.747172713279724	0.117774233222008	0.0566363446414471	0.652279496192932	0.20434682071209	0.786962270736694	al7a1
-2.24298000335693	0.0987228602170944	0.876043736934662	0.229200839996338	-0.0239092074334621	0.780386567115784	-0.353616535663605	0.636151790618896	al9a1
-1.07158231735229	-0.261920303106308	1.2578284740448	0.749401152133942	-1.31434094905853	-0.469903200864792	-0.177697405219078	1.28821468353271	aldcb
-1.0657172203064	-0.17469248175621	1.27124857902527	0.375404357910156	-1.36792230606079	-0.558749437332153	0.152981147170067	1.36744737625122	aldoa
-0.551417827606201	-0.218579590320587	1.26470172405243	1.26226234436035	-1.40714955329895	-0.65651947259903	-0.55278754234314	0.859490036964417	aldr
0.899296164512634	0.0767644122242928	0.210862204432487	-1.32283639907837	-1.02332186698914	1.15923547744751	NaN	-2.31746935844421	alkb5
-2.02507591247559	0.442731082439423	0.757315218448639	0.895897626876831	0.381428360939026	-0.0272461604326963	NaN	-0.42505007982254	ampb
-1.093958735466	0.29606905579567	1.21977579593658	0.917893767356873	-1.38964021205902	-0.451524823904037	-0.499156445264816	1.00054168701172	ampl
0.686613798141479	-0.19385814666748	0.84210193157196	NaN	-1.33485758304596	-1.06572008132935	NaN	-2.32539653778076	ampm1
-0.109743200242519	-0.0322686247527599	1.0457102060318	1.23014867305756	-1.29439651966095	-0.839450478553772	NaN	-1.98179221153259	an32a
0.39630001783371	0.460034161806107	1.11356341838837	0.858922839164734	0.0641869902610779	0.148411691188812	-1.55448698997498	-1.48693215847015	an32b
0.132413789629936	0.160312056541443	1.08362221717834	0.781754732131958	-0.343030005693436	0.0288410577923059	-2.21673083305359	0.372817009687424	an32e
-1.75458657741547	-0.928784728050232	-0.190125733613968	1.37326633930206	1.40932857990265	-0.956955254077911	-0.531756520271301	-0.174972698092461	anln
-1.17689645290375	0.492082804441452	1.07320189476013	1.42929399013519	-0.382570952177048	0.468345075845718	-0.972278833389282	-0.93117755651474	anm1a
-1.51447451114655	-0.585870027542114	0.718893527984619	0.352642208337784	-0.789277017116547	-0.413276612758636	0.64732563495636	1.5840368270874	anm5
